customer_id,branch_id,customer_segment,credit_score
11073,BR04,B,817
11074,BR01,A,680
11075,BR04,C,700
11076,BR06,B,713
11077,BR05,D,633
11078,BR03,C,670
11079,BR02,D,459
11080,BR10,B,651
11081,BR15,A,764
11082,BR04,B,744
11083,BR04,D,564
11084,BR08,B,682
11085,BR09,D,755
11086,BR04,A,816
11087,BR13,D,373
11088,BR07,B,629
11089,BR05,B,843
11090,BR08,D,711
11091,BR14,D,838
11092,BR10,D,752
11093,BR01,C,799
11094,BR04,D,713
11095,BR06,C,586
11096,BR04,D,618
11097,BR09,C,463
11098,BR11,C,658
11099,BR09,C,686
11100,BR15,C,680
11101,BR03,B,802
11102,BR12,C,720
11103,BR10,B,703
11104,BR04,C,731
11105,BR09,B,845
11106,BR02,D,682
11107,BR10,C,650
11108,BR06,C,701
11109,BR03,B,839
11110,BR08,D,813
11111,BR08,A,528
11112,BR03,D,584
11113,BR01,C,709
11114,BR05,A,821
11115,BR07,D,645
11116,BR12,B,672
11117,BR13,A,689
11118,BR06,B,644
11119,BR10,D,697
11120,BR05,C,529
11121,BR09,D,736
11122,BR03,B,463
11123,BR04,A,621
11124,BR08,C,776
11125,BR01,B,719
11126,BR09,C,696
11127,BR11,B,682
11128,BR04,B,654
11129,BR05,A,647
11130,BR11,B,720
11131,BR10,A,599
11132,BR03,D,670
11133,BR04,D,756
11134,BR08,D,598
11135,BR07,A,710
11136,BR02,A,722
11137,BR04,C,752
11138,BR12,C,717
11139,BR09,D,724
11140,BR15,C,731
11141,BR10,A,696
11142,BR14,D,655
11143,BR03,B,710
11144,BR10,D,700
11145,BR01,C,712
11146,BR08,C,732
11147,BR05,C,757
11148,BR04,D,700
11149,BR12,C,835
11150,BR11,D,719
11151,BR01,B,805
11152,BR07,D,690
11153,BR04,D,800
11154,BR05,C,688
11155,BR11,D,591
11156,BR04,B,600
11157,BR14,D,754
11158,BR02,B,738
11159,BR08,B,733
11160,BR08,C,712
11161,BR03,C,685
11162,BR04,C,697
11163,BR11,B,655
11164,BR10,D,774
11165,BR04,A,758
11166,BR06,C,717
11167,BR01,D,708
11168,BR03,D,787
11169,BR06,C,323
11170,BR01,C,722
11171,BR11,B,801
11172,BR09,B,703
11173,BR14,B,678
11174,BR09,C,760
11175,BR14,C,367
11176,BR07,B,627
11177,BR07,C,817
11178,BR14,B,673
11179,BR08,A,778
11180,BR01,D,724
11181,BR09,D,673
11182,BR13,B,660
11183,BR10,C,596
11184,BR07,B,611
11185,BR08,A,800
11186,BR15,A,837
11187,BR01,A,722
11188,BR08,C,696
11189,BR03,B,721
11190,BR08,A,654
11191,BR07,B,706
11192,BR02,B,713
11193,BR03,C,660
11194,BR08,C,720
11195,BR02,A,696
11196,BR03,C,699
11197,BR11,B,665
11198,BR04,B,696
11199,BR06,A,666
11200,BR14,C,724
11201,BR03,B,759
11202,BR04,C,422
11203,BR07,B,640
11204,BR10,A,670
11205,BR13,C,808
11206,BR13,C,486
11207,BR10,B,665
11208,BR03,B,625
11209,BR01,C,573
11210,BR04,B,741
11211,BR02,B,820
11212,BR09,A,630
11213,BR08,C,768
11214,BR01,A,725
11215,BR11,D,523
11216,BR03,D,612
11217,BR05,D,676
11218,BR08,D,584
11219,BR05,D,690
11220,BR05,D,653
11221,BR01,A,656
11222,BR05,B,727
11223,BR10,A,829
11224,BR13,B,743
11225,BR05,B,576
11226,BR05,D,764
11227,BR09,D,628
11228,BR14,B,842
11229,BR03,C,783
11230,BR05,B,721
11231,BR10,B,696
11232,BR07,B,594
11233,BR02,D,772
11234,BR08,D,408
11235,BR02,A,805
11236,BR06,B,609
11237,BR06,C,729
11238,BR12,C,837
11239,BR05,C,755
11240,BR03,D,726
11241,BR03,B,618
11242,BR12,B,728
11243,BR02,D,669
11244,BR05,C,831
11245,BR02,C,736
11246,BR10,A,682
11247,BR06,B,645
11248,BR04,B,792
11249,BR04,B,595
11250,BR11,B,724
11251,BR07,D,822
11252,BR09,A,791
11253,BR12,A,652
11254,BR13,A,766
11255,BR04,C,766
11256,BR14,D,813
11257,BR01,D,785
11258,BR04,C,669
11259,BR12,A,773
11260,BR03,B,662
11261,BR03,D,719
11262,BR04,C,685
11263,BR08,B,675
11264,BR05,B,727
11265,BR09,A,696
11266,BR12,B,835
11267,BR08,D,644
11268,BR03,A,767
11269,BR13,C,321
11270,BR03,B,713
11271,BR02,D,754
11272,BR01,A,633
11273,BR07,C,781
11274,BR02,B,833
11275,BR02,D,778
11276,BR04,A,667
11277,BR03,B,620
11278,BR07,A,589
11279,BR10,C,393
11280,BR10,B,664
11281,BR03,B,847
11282,BR03,C,591
11283,BR14,D,722
11284,BR01,B,725
11285,BR12,B,780
11286,BR02,C,649
11287,BR14,C,752
11288,BR04,C,748
11289,BR05,B,706
11290,BR09,D,601
11291,BR07,B,503
11292,BR04,B,789
11293,BR07,B,667
11294,BR09,D,706
11295,BR01,D,747
11296,BR01,D,647
11297,BR05,A,594
11298,BR02,C,723
11299,BR08,B,730
11300,BR03,D,790
11301,BR05,B,678
11302,BR02,C,836
11303,BR07,B,683
11304,BR02,C,629
11305,BR01,C,680
11306,BR01,C,818
11307,BR14,C,646
11308,BR02,B,687
11309,BR09,C,616
11310,BR01,D,591
11311,BR02,A,691
11312,BR06,A,714
11313,BR05,C,517
11314,BR14,B,807
11315,BR14,B,670
11316,BR10,A,398
11317,BR07,C,836
11318,BR05,B,846
11319,BR04,C,699
11320,BR14,D,840
11321,BR07,C,646
11322,BR07,C,589
11323,BR03,A,792
11324,BR01,B,372
11325,BR14,A,676
11326,BR04,D,637
11327,BR05,C,668
11328,BR02,A,311
11329,BR11,B,475
11330,BR01,B,767
11331,BR11,B,803
11332,BR02,B,839
11333,BR12,A,599
11334,BR09,B,365
11335,BR02,B,779
11336,BR07,C,610
11337,BR04,B,673
11338,BR02,B,645
11339,BR11,C,818
11340,BR05,A,788
11341,BR04,C,701
11342,BR02,A,836
11343,BR04,B,802
11344,BR12,B,727
11345,BR04,B,597
11346,BR14,D,741
11347,BR14,B,662
11348,BR02,B,656
11349,BR02,B,736
11350,BR12,B,745
11351,BR04,B,804
11352,BR01,A,769
11353,BR03,D,701
11354,BR07,A,815
11355,BR10,C,539
11356,BR02,B,717
11357,BR02,A,645
11358,BR13,C,607
11359,BR10,C,807
11360,BR07,B,696
11361,BR10,A,706
11362,BR05,B,807
11363,BR10,A,688
11364,BR04,D,727
11365,BR03,C,707
11366,BR09,D,773
11367,BR05,B,620
11368,BR15,B,595
11369,BR04,B,744
11370,BR13,D,801
11371,BR13,A,714
11372,BR03,C,331
11373,BR10,B,843
11374,BR05,C,714
11375,BR13,C,683
11376,BR05,C,764
11377,BR09,B,626
11378,BR05,B,705
11379,BR03,B,708
11380,BR02,B,318
11381,BR05,B,759
11382,BR10,D,846
11383,BR07,D,624
11384,BR09,B,706
11385,BR03,D,715
11386,BR06,D,835
11387,BR01,B,718
11388,BR10,C,622
11389,BR15,C,795
11390,BR05,B,735
11391,BR01,B,706
11392,BR02,C,701
11393,BR08,A,841
11394,BR08,A,732
11395,BR10,D,377
11396,BR03,A,840
11397,BR10,D,814
11398,BR09,B,317
11399,BR04,B,694
11400,BR07,B,692
11401,BR02,C,692
11402,BR05,D,713
11403,BR12,D,808
11404,BR05,C,649
11405,BR11,B,607
11406,BR07,B,704
11407,BR02,A,694
11408,BR07,B,750
11409,BR06,B,594
11410,BR04,B,753
11411,BR02,A,836
11412,BR05,A,712
11413,BR01,B,847
11414,BR01,A,691
11415,BR05,B,665
11416,BR04,B,356
11417,BR13,A,649
11418,BR04,A,563
11419,BR10,B,427
11420,BR06,B,820
11421,BR09,D,825
11422,BR03,A,723
11423,BR14,C,667
11424,BR06,B,729
11425,BR11,A,742
11426,BR04,B,602
11427,BR02,B,719
11428,BR08,B,477
11429,BR01,C,768
11430,BR06,D,738
11431,BR02,A,666
11432,BR08,A,782
11433,BR14,B,734
11434,BR05,B,620
11435,BR10,D,622
11436,BR06,D,749
11437,BR06,A,803
11438,BR13,C,728
11439,BR12,C,652
11440,BR10,C,420
11441,BR03,B,694
11442,BR07,A,800
11443,BR03,C,673
11444,BR05,C,600
11445,BR06,D,703
11446,BR11,C,722
11447,BR12,B,608
11448,BR05,D,736
11449,BR01,B,759
11450,BR12,A,792
11451,BR02,C,757
11452,BR08,B,760
11453,BR01,D,585
11454,BR04,B,814
11455,BR15,A,709
11456,BR02,A,743
11457,BR05,C,616
11458,BR04,B,674
11459,BR13,B,703
11460,BR12,C,436
11461,BR03,B,722
11462,BR01,A,844
11463,BR08,C,777
11464,BR04,A,584
11465,BR08,D,613
11466,BR01,B,800
11467,BR02,B,566
11468,BR09,B,736
11469,BR03,B,844
11470,BR11,D,736
11471,BR01,C,792
11472,BR03,B,802
11473,BR15,A,792
11474,BR05,B,696
11475,BR09,C,672
11476,BR02,C,778
11477,BR07,B,608
11478,BR09,B,738
11479,BR04,C,713
11480,BR11,C,640
11481,BR07,B,707
11482,BR04,B,607
11483,BR07,D,708
11484,BR07,C,592
11485,BR02,B,789
11486,BR05,B,729
11487,BR04,D,795
11488,BR05,B,813
11489,BR10,C,675
11490,BR06,A,674
11491,BR14,D,669
11492,BR03,C,750
11493,BR05,A,696
11494,BR10,B,733
11495,BR07,A,795
11496,BR07,C,682
11497,BR01,C,673
11498,BR04,B,723
11499,BR03,B,633
11500,BR15,B,669
11501,BR04,A,667
11502,BR12,B,685
11503,BR08,A,581
11504,BR04,B,771
11505,BR07,D,687
11506,BR11,B,387
11507,BR12,B,774
11508,BR02,D,709
11509,BR04,B,726
11510,BR04,C,700
11511,BR01,B,795
11512,BR07,B,657
11513,BR11,B,663
11514,BR04,B,758
11515,BR09,A,596
11516,BR08,B,748
11517,BR04,D,840
11518,BR02,A,664
11519,BR09,A,769
11520,BR11,A,715
11521,BR09,C,725
11522,BR01,C,599
11523,BR03,A,819
11524,BR01,D,695
11525,BR07,C,821
11526,BR10,B,702
11527,BR02,B,806
11528,BR11,B,652
11529,BR07,D,596
11530,BR09,D,782
11531,BR14,C,313
11532,BR01,C,684
11533,BR13,A,618
11534,BR02,D,711
11535,BR04,C,695
11536,BR11,B,750
11537,BR13,D,722
11538,BR06,B,712
11539,BR07,B,596
11540,BR09,C,650
11541,BR11,C,581
11542,BR02,C,749
11543,BR10,C,688
11544,BR06,A,724
11545,BR05,B,758
11546,BR05,C,758
11547,BR06,B,427
11548,BR14,B,638
11549,BR07,C,719
11550,BR14,D,635
11551,BR02,B,673
11552,BR09,B,661
11553,BR10,D,700
11554,BR08,A,738
11555,BR07,C,349
11556,BR07,A,725
11557,BR12,D,794
11558,BR11,B,759
11559,BR02,D,617
11560,BR11,A,354
11561,BR05,C,600
11562,BR03,C,675
11563,BR12,C,766
11564,BR05,A,632
11565,BR10,B,587
11566,BR03,B,811
11567,BR01,B,724
11568,BR06,C,707
11569,BR02,A,602
11570,BR10,C,730
11571,BR03,C,831
11572,BR05,A,816
11573,BR01,B,620
11574,BR03,A,597
11575,BR10,B,608
11576,BR02,C,840
11577,BR08,C,689
11578,BR13,D,578
11579,BR08,B,755
11580,BR10,C,692
11581,BR02,C,662
11582,BR03,A,820
11583,BR12,D,790
11584,BR09,D,749
11585,BR08,B,820
11586,BR08,B,610
11587,BR05,D,662
11588,BR01,B,774
11589,BR10,C,612
11590,BR08,A,791
11591,BR06,B,634
11592,BR12,A,699
11593,BR04,B,694
11594,BR03,D,775
11595,BR12,C,716
11596,BR10,B,634
11597,BR06,B,827
11598,BR02,A,689
11599,BR03,C,845
11600,BR08,C,673
11601,BR04,D,782
11602,BR11,B,478
11603,BR14,B,795
11604,BR10,D,662
11605,BR04,A,696
11606,BR10,B,310
11607,BR04,B,618
11608,BR02,C,678
11609,BR01,C,809
11610,BR04,B,674
11611,BR13,D,802
11612,BR03,C,797
11613,BR03,B,762
11614,BR14,B,681
11615,BR01,D,780
11616,BR10,B,604
11617,BR04,C,413
11618,BR01,A,786
11619,BR13,B,673
11620,BR02,B,704
11621,BR07,C,690
11622,BR03,B,759
11623,BR01,D,840
11624,BR01,B,797
11625,BR02,C,692
11626,BR01,B,817
11627,BR10,D,643
11628,BR06,D,743
11629,BR04,B,671
11630,BR05,B,630
11631,BR13,A,712
11632,BR13,C,822
11633,BR09,D,706
11634,BR12,B,619
11635,BR04,B,695
11636,BR04,B,756
11637,BR08,B,623
11638,BR08,B,317
11639,BR06,A,553
11640,BR05,B,544
11641,BR15,D,383
11642,BR11,B,754
11643,BR05,B,775
11644,BR09,B,785
11645,BR03,D,727
11646,BR02,C,743
11647,BR04,B,718
11648,BR05,C,731
11649,BR01,C,693
11650,BR10,D,707
11651,BR04,D,641
11652,BR07,A,731
11653,BR01,B,591
11654,BR02,C,616
11655,BR12,D,813
11656,BR07,A,672
11657,BR14,B,648
11658,BR15,B,660
11659,BR04,B,324
11660,BR03,B,812
11661,BR11,B,592
11662,BR15,D,750
11663,BR08,D,528
11664,BR10,C,802
11665,BR10,B,608
11666,BR04,D,768
11667,BR07,A,667
11668,BR11,A,308
11669,BR09,D,398
11670,BR01,C,780
11671,BR04,B,481
11672,BR02,D,843
11673,BR03,D,604
11674,BR13,D,641
11675,BR01,B,794
11676,BR03,B,758
11677,BR04,B,644
11678,BR08,C,611
11679,BR06,D,739
11680,BR03,D,764
11681,BR02,D,790
11682,BR03,A,673
11683,BR06,C,696
11684,BR03,D,727
11685,BR14,B,645
11686,BR05,B,732
11687,BR01,C,669
11688,BR09,A,735
11689,BR04,D,584
11690,BR08,A,621
11691,BR03,B,770
11692,BR07,D,645
11693,BR10,D,726
11694,BR13,C,804
11695,BR03,D,678
11696,BR04,D,623
11697,BR05,D,669
11698,BR13,C,803
11699,BR13,C,820
11700,BR01,C,699
11701,BR02,C,626
11702,BR06,D,789
11703,BR02,C,805
11704,BR04,D,836
11705,BR02,A,623
11706,BR08,C,677
11707,BR14,B,633
11708,BR15,B,643
11709,BR04,C,724
11710,BR07,D,488
11711,BR11,A,808
11712,BR02,B,808
11713,BR09,D,750
11714,BR05,D,332
11715,BR03,A,696
11716,BR05,B,371
11717,BR01,A,725
11718,BR09,C,598
11719,BR03,C,728
11720,BR04,C,703
11721,BR02,C,681
11722,BR12,B,652
11723,BR06,B,591
11724,BR07,C,537
11725,BR07,C,846
11726,BR05,D,794
11727,BR02,D,753
11728,BR09,C,702
11729,BR02,A,622
11730,BR02,A,708
11731,BR09,C,628
11732,BR03,A,736
11733,BR04,B,839
11734,BR06,A,630
11735,BR05,D,748
11736,BR09,B,684
11737,BR08,A,636
11738,BR08,D,710
11739,BR09,C,846
11740,BR03,A,594
11741,BR04,D,651
11742,BR05,A,661
11743,BR04,D,664
11744,BR15,B,301
11745,BR10,A,580
11746,BR02,C,654
11747,BR01,B,816
11748,BR01,C,722
11749,BR03,D,846
11750,BR02,B,735
11751,BR06,B,657
11752,BR11,D,687
11753,BR09,B,736
11754,BR03,C,641
11755,BR04,B,797
11756,BR06,B,692
11757,BR10,B,836
11758,BR11,B,697
11759,BR13,A,668
11760,BR06,C,728
11761,BR09,A,693
11762,BR02,C,792
11763,BR07,C,662
11764,BR03,B,677
11765,BR05,C,689
11766,BR08,B,643
11767,BR03,D,754
11768,BR01,D,657
11769,BR01,C,782
11770,BR01,B,367
11771,BR01,D,682
11772,BR02,D,723
11773,BR03,B,604
11774,BR03,C,759
11775,BR15,A,657
11776,BR04,A,719
11777,BR02,C,693
11778,BR07,C,836
11779,BR11,B,705
11780,BR08,A,421
11781,BR03,C,682
11782,BR07,B,755
11783,BR09,C,833
11784,BR09,C,336
11785,BR08,B,661
11786,BR12,A,647
11787,BR12,C,601
11788,BR07,B,742
11789,BR05,D,715
11790,BR08,A,634
11791,BR10,B,705
11792,BR01,B,671
11793,BR15,C,818
11794,BR02,C,550
11795,BR06,B,616
11796,BR12,B,639
11797,BR03,B,724
11798,BR06,C,721
11799,BR02,B,601
11800,BR04,D,669
11801,BR02,D,718
11802,BR04,D,601
11803,BR04,D,458
11804,BR15,A,597
11805,BR15,B,719
11806,BR02,A,736
11807,BR09,A,648
11808,BR01,A,781
11809,BR01,C,666
11810,BR02,C,796
11811,BR14,D,731
11812,BR14,B,747
11813,BR02,C,799
11814,BR02,B,714
11815,BR03,D,674
11816,BR06,D,611
11817,BR07,B,802
11818,BR03,A,676
11819,BR10,A,656
11820,BR04,C,616
11821,BR13,B,844
11822,BR08,C,618
11823,BR05,C,691
11824,BR10,C,793
11825,BR10,D,693
11826,BR03,C,609
11827,BR04,C,676
11828,BR13,A,601
11829,BR02,C,758
11830,BR01,C,700
11831,BR05,D,721
11832,BR10,C,663
11833,BR10,C,703
11834,BR13,B,735
11835,BR06,A,624
11836,BR02,B,643
11837,BR07,A,644
11838,BR10,A,841
11839,BR01,B,750
11840,BR02,C,593
11841,BR01,D,807
11842,BR07,D,666
11843,BR12,B,602
11844,BR08,A,668
11845,BR15,B,428
11846,BR01,B,601
11847,BR13,B,646
11848,BR10,C,833
11849,BR04,A,803
11850,BR14,B,731
11851,BR03,C,625
11852,BR12,B,675
11853,BR12,C,733
11854,BR10,A,677
11855,BR07,A,659
11856,BR02,B,728
11857,BR06,A,727
11858,BR04,B,721
11859,BR10,A,669
11860,BR10,B,694
11861,BR13,C,655
11862,BR01,B,651
11863,BR10,A,724
11864,BR13,C,820
11865,BR10,C,676
11866,BR02,B,623
11867,BR01,B,840
11868,BR01,B,743
11869,BR08,A,811
11870,BR08,C,669
11871,BR15,C,604
11872,BR04,C,765
11873,BR04,B,696
11874,BR08,D,739
11875,BR11,D,723
11876,BR13,B,735
11877,BR10,B,334
11878,BR05,C,776
11879,BR08,C,751
11880,BR11,B,614
11881,BR06,D,744
11882,BR03,A,596
11883,BR02,B,605
11884,BR01,A,686
11885,BR09,A,812
11886,BR02,A,663
11887,BR03,B,712
11888,BR03,C,693
11889,BR07,A,638
11890,BR04,C,770
11891,BR08,B,818
11892,BR01,B,675
11893,BR02,A,641
11894,BR06,A,691
11895,BR04,C,704
11896,BR03,C,749
11897,BR01,C,308
11898,BR12,A,643
11899,BR09,D,664
11900,BR02,B,814
11901,BR01,C,797
11902,BR14,A,801
11903,BR09,B,654
11904,BR05,B,624
11905,BR09,C,697
11906,BR10,C,704
11907,BR10,B,721
11908,BR06,B,844
11909,BR05,D,672
11910,BR01,B,692
11911,BR13,A,727
11912,BR07,B,838
11913,BR03,B,649
11914,BR13,A,661
11915,BR13,C,620
11916,BR15,B,662
11917,BR12,B,815
11918,BR15,D,718
11919,BR03,C,581
11920,BR11,C,607
11921,BR11,C,471
11922,BR03,C,808
11923,BR01,A,668
11924,BR14,C,681
11925,BR03,D,655
11926,BR12,A,713
11927,BR01,C,720
11928,BR01,C,806
11929,BR05,B,744
11930,BR03,D,719
11931,BR09,A,736
11932,BR07,B,690
11933,BR01,D,726
11934,BR02,B,821
11935,BR04,C,659
11936,BR02,C,805
11937,BR10,A,590
11938,BR05,B,683
11939,BR01,D,632
11940,BR06,B,785
11941,BR01,C,781
11942,BR02,B,586
11943,BR03,D,707
11944,BR11,D,678
11945,BR13,A,596
11946,BR11,C,730
11947,BR04,D,726
11948,BR03,D,802
11949,BR07,B,773
11950,BR09,B,397
11951,BR15,A,712
11952,BR02,C,712
11953,BR01,D,683
11954,BR09,C,794
11955,BR11,A,824
11956,BR11,A,835
11957,BR08,D,673
11958,BR14,B,441
11959,BR06,C,704
11960,BR13,C,718
11961,BR14,D,622
11962,BR11,B,750
11963,BR04,B,716
11964,BR02,D,679
11965,BR07,C,742
11966,BR05,A,676
11967,BR12,A,734
11968,BR02,B,585
11969,BR03,D,634
11970,BR10,B,804
11971,BR01,D,815
11972,BR04,A,720
11973,BR04,B,691
11974,BR08,D,750
11975,BR02,D,808
11976,BR12,A,697
11977,BR05,B,747
11978,BR13,B,598
11979,BR05,A,825
11980,BR03,D,630
11981,BR02,B,848
11982,BR01,B,641
11983,BR06,A,679
11984,BR02,A,840
11985,BR04,B,583
11986,BR07,A,748
11987,BR03,C,761
11988,BR02,C,655
11989,BR10,A,758
11990,BR14,C,489
11991,BR02,D,387
11992,BR02,B,695
11993,BR14,D,611
11994,BR01,A,848
11995,BR14,B,735
11996,BR01,B,678
11997,BR12,D,762
11998,BR04,B,600
11999,BR13,B,783
12000,BR04,D,662
12001,BR08,D,355
12002,BR01,D,698
12003,BR03,C,741
12004,BR10,C,817
12005,BR06,B,759
12006,BR13,C,825
12007,BR05,B,693
12008,BR12,C,731
12009,BR05,B,607
12010,BR14,D,738
12011,BR14,A,809
12012,BR04,C,518
12013,BR12,B,628
12014,BR11,B,790
12015,BR03,A,846
12016,BR08,A,588
12017,BR01,D,768
12018,BR11,D,641
12019,BR02,A,714
12020,BR01,B,651
12021,BR05,B,699
12022,BR07,B,682
12023,BR11,B,845
12024,BR14,D,803
12025,BR05,D,838
12026,BR01,A,640
12027,BR09,C,800
12028,BR07,A,571
12029,BR05,C,808
12030,BR04,D,707
12031,BR06,C,720
12032,BR04,B,804
12033,BR10,D,460
12034,BR07,C,805
12035,BR12,A,642
12036,BR07,B,838
12037,BR03,C,660
12038,BR11,A,789
12039,BR07,A,843
12040,BR03,D,708
12041,BR08,A,592
12042,BR04,C,731
12043,BR11,B,751
12044,BR05,D,755
12045,BR09,D,590
12046,BR01,D,841
12047,BR04,A,664
12048,BR15,B,692
12049,BR10,C,669
12050,BR02,D,830
12051,BR03,B,319
12052,BR04,A,736
12053,BR08,B,753
12054,BR10,B,636
12055,BR09,C,673
12056,BR06,C,695
12057,BR10,A,643
12058,BR05,C,668
12059,BR02,C,764
12060,BR07,B,557
12061,BR14,C,646
12062,BR10,C,740
12063,BR07,B,619
12064,BR08,D,611
12065,BR13,A,708
12066,BR05,D,780
12067,BR04,C,713
12068,BR14,C,678
12069,BR12,A,834
12070,BR04,D,733
12071,BR05,B,835
12072,BR05,C,737
12073,BR02,D,695
12074,BR14,A,664
12075,BR05,D,756
12076,BR12,C,742
12077,BR02,C,845
12078,BR07,D,642
12079,BR01,C,677
12080,BR10,B,491
12081,BR07,C,729
12082,BR08,C,517
12083,BR01,A,622
12084,BR03,B,639
12085,BR01,A,740
12086,BR03,A,599
12087,BR08,C,798
12088,BR07,A,667
12089,BR08,B,612
12090,BR07,B,832
12091,BR03,D,397
12092,BR03,B,598
12093,BR02,C,607
12094,BR11,B,847
12095,BR08,A,732
12096,BR02,A,787
12097,BR02,B,521
12098,BR12,A,767
12099,BR09,C,740
12100,BR08,B,699
12101,BR05,C,585
12102,BR03,B,624
12103,BR14,C,586
12104,BR10,A,787
12105,BR04,C,719
12106,BR11,B,468
12107,BR10,C,704
12108,BR03,D,731
12109,BR05,B,470
12110,BR02,B,723
12111,BR02,D,810
12112,BR09,B,683
12113,BR03,C,722
12114,BR11,B,684
12115,BR15,A,671
12116,BR01,C,816
12117,BR06,A,319
12118,BR10,D,716
12119,BR10,B,842
12120,BR10,A,752
12121,BR04,B,612
12122,BR05,C,701
12123,BR07,D,322
12124,BR14,C,764
12125,BR04,B,658
12126,BR13,B,737
12127,BR03,D,773
12128,BR15,A,628
12129,BR08,B,715
12130,BR05,B,758
12131,BR08,D,739
12132,BR03,C,761
12133,BR03,B,818
12134,BR02,A,749
12135,BR02,A,585
12136,BR04,D,643
12137,BR10,D,580
12138,BR07,C,673
12139,BR02,B,777
12140,BR11,C,583
12141,BR07,A,810
12142,BR14,C,734
12143,BR08,D,660
12144,BR02,A,722
12145,BR06,B,778
12146,BR08,A,695
12147,BR01,B,840
12148,BR01,C,701
12149,BR02,B,821
12150,BR03,C,648
12151,BR05,C,699
12152,BR06,D,699
12153,BR02,D,794
12154,BR08,C,651
12155,BR07,B,817
12156,BR03,B,353
12157,BR01,C,470
12158,BR01,A,725
12159,BR04,D,776
12160,BR02,B,637
12161,BR04,D,661
12162,BR08,C,723
12163,BR07,D,758
12164,BR03,D,636
12165,BR04,A,701
12166,BR08,C,847
12167,BR12,A,450
12168,BR10,D,816
12169,BR07,C,585
12170,BR04,A,616
12171,BR04,D,701
12172,BR12,B,685
12173,BR01,B,683
12174,BR15,B,638
12175,BR08,D,738
12176,BR09,D,567
12177,BR01,C,324
12178,BR07,B,749
12179,BR06,B,664
12180,BR02,B,692
12181,BR03,B,730
12182,BR12,C,673
12183,BR07,B,623
12184,BR05,C,845
12185,BR01,A,694
12186,BR09,B,691
12187,BR09,B,623
12188,BR08,B,371
12189,BR06,B,628
12190,BR05,B,717
12191,BR07,B,612
12192,BR03,C,693
12193,BR14,B,602
12194,BR07,B,833
12195,BR04,C,782
12196,BR05,C,623
12197,BR10,A,713
12198,BR02,B,666
12199,BR03,B,725
12200,BR08,B,501
12201,BR04,B,601
12202,BR10,B,728
12203,BR02,B,836
12204,BR10,D,502
12205,BR01,B,581
12206,BR01,B,763
12207,BR12,B,723
12208,BR07,D,723
12209,BR04,C,708
12210,BR03,C,661
12211,BR08,C,619
12212,BR06,B,780
12213,BR15,D,673
12214,BR15,A,663
12215,BR08,B,817
12216,BR05,A,594
12217,BR06,C,798
12218,BR09,A,765
12219,BR02,C,723
12220,BR04,A,585
12221,BR01,B,754
12222,BR01,B,768
12223,BR02,D,457
12224,BR06,A,809
12225,BR10,C,661
12226,BR06,C,846
12227,BR04,D,685
12228,BR01,D,690
12229,BR07,D,695
12230,BR03,B,818
12231,BR08,B,699
12232,BR14,B,583
12233,BR02,C,701
12234,BR03,B,653
12235,BR06,C,712
12236,BR14,A,615
12237,BR10,A,666
12238,BR12,C,709
12239,BR04,D,745
12240,BR15,C,678
12241,BR02,A,794
12242,BR01,D,699
12243,BR11,B,476
12244,BR13,C,605
12245,BR01,B,702
12246,BR02,C,741
12247,BR01,B,611
12248,BR02,D,842
12249,BR03,B,716
12250,BR14,C,602
12251,BR08,C,629
12252,BR10,A,760
12253,BR10,B,597
12254,BR06,B,635
12255,BR10,C,783
12256,BR07,B,715
12257,BR04,D,744
12258,BR07,C,585
12259,BR06,A,701
12260,BR11,C,594
12261,BR15,D,584
12262,BR05,C,774
12263,BR10,B,765
12264,BR01,C,782
12265,BR10,A,785
12266,BR04,C,720
12267,BR01,C,590
12268,BR04,A,689
12269,BR08,B,596
12270,BR02,B,642
12271,BR13,B,786
12272,BR01,B,626
12273,BR13,D,731
12274,BR09,C,786
12275,BR04,C,431
12276,BR04,B,745
12277,BR09,A,728
12278,BR07,B,729
12279,BR08,C,825
12280,BR04,C,736
12281,BR06,B,626
12282,BR15,A,781
12283,BR03,A,693
12284,BR05,C,656
12285,BR03,A,781
12286,BR10,A,723
12287,BR10,B,707
12288,BR03,C,705
12289,BR01,D,679
12290,BR01,A,694
12291,BR05,B,724
12292,BR05,C,697
12293,BR15,C,414
12294,BR05,C,714
12295,BR03,D,700
12296,BR12,B,329
12297,BR06,B,691
12298,BR07,C,452
12299,BR01,D,698
12300,BR04,C,373
12301,BR14,C,743
12302,BR07,B,810
12303,BR04,C,695
12304,BR08,C,589
12305,BR13,C,803
12306,BR03,C,840
12307,BR06,A,743
12308,BR14,C,721
12309,BR02,B,729
12310,BR09,A,731
12311,BR08,D,676
12312,BR08,A,592
12313,BR04,C,759
12314,BR04,D,600
12315,BR09,A,754
12316,BR03,B,793
12317,BR05,C,696
12318,BR02,A,584
12319,BR01,D,570
12320,BR14,A,700
12321,BR05,D,672
12322,BR14,A,665
12323,BR02,D,820
12324,BR07,D,672
12325,BR03,C,736
12326,BR10,C,609
12327,BR10,A,650
12328,BR02,A,664
12329,BR13,B,678
12330,BR02,C,816
12331,BR08,D,707
12332,BR15,B,767
12333,BR12,C,846
12334,BR14,C,753
12335,BR04,D,810
12336,BR02,C,690
12337,BR02,D,310
12338,BR06,A,690
12339,BR10,B,641
12340,BR02,D,824
12341,BR08,C,580
12342,BR04,B,668
